average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),gravitational_condition,compression_depth (cm),hypogravity_parabola
52.72486496333333,28.02163163,58.28103163,2023-08-04 16:16:43.542,26.64703163,2023-08-04 16:16:43.030,53.12303163,2023-08-04 16:16:43.558,36.78436496333333,36.294158066781605,0.528,0.3082666666666666,0.248,0.2697931034482759,0.632,105.3268765133172,31.634,24.703233333333337,hypogravity,4,1
,,53.71103163,2023-08-04 16:16:44.174,26.03603163,2023-08-04 16:16:43.806,45.56603163,2023-08-04 16:16:44.190,35.89436496333333,,0.384,,0.2,,0.576,,27.675,,hypogravity,4,1
,,53.49903163,2023-08-04 16:16:44.750,26.98603163,2023-08-04 16:16:44.390,45.55703163,2023-08-04 16:16:44.774,36.29169829666667,,0.384,,0.208,,0.584,,26.513,,hypogravity,4,1
,,53.77103163,2023-08-04 16:16:45.334,27.68803163,2023-08-04 16:16:44.982,47.72103163,2023-08-04 16:16:45.350,36.90903163,,0.368,,0.208,,0.576,,26.083,,hypogravity,4,1
,,53.80203163,2023-08-04 16:16:45.910,28.47803163,2023-08-04 16:16:45.558,48.06003163,2023-08-04 16:16:45.934,36.88469829666667,,0.376,,0.312,,0.576,,25.324,,hypogravity,4,1
,,53.57003163,2023-08-04 16:16:46.486,28.42603163,2023-08-04 16:16:46.246,47.98603163,2023-08-04 16:16:46.502,36.630698296666665,,0.256,,0.32,,0.56,,25.144,,hypogravity,4,1
,,52.50103163,2023-08-04 16:16:47.046,28.16103163,2023-08-04 16:16:46.822,46.73703163,2023-08-04 16:16:47.078,36.020364963333336,,0.256,,0.2,,0.584,,24.34,,hypogravity,4,1
,,52.09403163,2023-08-04 16:16:47.630,27.78003163,2023-08-04 16:16:47.278,46.42603163,2023-08-04 16:16:47.654,35.78936496333333,,0.376,,0.312,,0.552,,24.314000000000004,,hypogravity,4,1
,,52.17503163,2023-08-04 16:16:48.182,27.63703163,2023-08-04 16:16:47.966,46.19803163,2023-08-04 16:16:48.222,35.853698296666664,,0.256,,0.2,,0.568,,24.538,,hypogravity,4,1
,,51.94103163,2023-08-04 16:16:48.750,27.69303163,2023-08-04 16:16:48.422,46.77603163,2023-08-04 16:16:48.798,36.05636496333333,,0.376,,0.312,,0.568,,24.248,,hypogravity,4,1
,,52.17903163,2023-08-04 16:16:49.318,28.11403163,2023-08-04 16:16:49.110,46.02103163,2023-08-04 16:16:49.366,36.203698296666666,,0.256,,0.312,,0.576,,24.065,,hypogravity,4,1
,,52.27503163,2023-08-04 16:16:49.894,28.21603163,2023-08-04 16:16:49.678,45.41803163,2023-08-04 16:16:49.934,36.21769829666667,,0.256,,0.2,,0.568,,24.059,,hypogravity,4,1
,,52.65103163,2023-08-04 16:16:50.462,28.18903163,2023-08-04 16:16:50.134,45.31103163,2023-08-04 16:16:50.502,36.26969829666666,,0.368,,0.312,,0.56,,24.462,,hypogravity,4,1
